id,shop_name,product_name,product_code,product_quantity,unit_price,discount,total_price,order_date,payment_due,payment,payment_date,payment_status,late_payment_status,city,province
6216,Pmmvkwp,LEILI 1 L X 20,LEI-45,33,24,11,767,3/21/2022,6/17/2022,767,3/28/2023,FALSE,TRUE,Kabupaten Temanggung,Jawa Tengah
6217,Yronksr,Plethora 250 ML X40,PLE-52,83,10,9,831,11/21/2022,7/26/2022,831,3/25/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6218,Mdvqtf,CALIWA 350 OD 250 ML X 40,CAL-15,24,39,1,935,7/23/2022,10/30/2022,935,3/29/2023,TRUE,FALSE,Kabupaten Sragen,Jawa Tengah
6219,Dkqup,YaraLiva Nitrabor (25 Kg),YAR-66,71,2,3,142,6/19/2022,6/2/2022,142,3/30/2023,TRUE,FALSE,Kota Semarang,Jawa Tengah
6220,Znmlyx,Liberty 500 X 20,LIB-50,85,33,7,2776,12/15/2022,7/7/2022,2776,3/22/2023,FALSE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6221,Fukyoqz,Plethora 250 ML X40,PLE-52,72,24,16,1700,12/29/2022,11/27/2022,1700,3/27/2023,FALSE,TRUE,Kabupaten Brebes,Jawa Tengah
6222,Zwfkq,Anilo 100 Gr x 50,ANI-3,22,47,16,1018,1/29/2022,12/9/2022,1018,3/27/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6223,Ozsfyu,LEILI 1 L X 20,LEI-45,10,21,18,195,7/17/2022,1/2/2022,195,3/24/2023,FALSE,FALSE,Kabupaten Purworejo,Jawa Tengah
6224,Tmewk,Avatar 100 ml X 36,AVA-8,89,9,17,799,5/30/2022,3/19/2022,799,3/29/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6225,Ybfmhwz,Remazole 250 ml X 40,REM-53,58,36,2,2112,4/28/2022,10/2/2022,2112,3/29/2023,TRUE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6226,Noxszq,AGIL 100 ML X 100,AGI-1,20,14,7,275,11/30/2022,10/1/2022,275,3/30/2023,FALSE,TRUE,Kabupaten Magelang,Jawa Tengah
6227,Hohsc,SUPRETOX 500 ML X 24,SUP-61,19,17,19,305,1/14/2022,7/27/2022,305,3/23/2023,TRUE,TRUE,Kabupaten Kebumen,Jawa Tengah
6228,Mipavxv,Anilo 100 Gr x 50,ANI-3,98,18,11,1721,4/16/2022,11/26/2022,1721,3/26/2023,TRUE,TRUE,Kabupaten Kudus,Jawa Tengah
6229,Xprkjup,Remazole 250 ml X 40,REM-53,98,46,4,4525,6/15/2022,8/1/2022,4525,3/29/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6230,Pzobp,Yara Mila Complex/1 Kg Repacking,YAR-65,28,41,5,1139,4/19/2022,8/16/2022,1139,3/25/2023,FALSE,FALSE,Kabupaten Sragen,Jawa Tengah
6231,Rstgunn,Dangke 250 Gr X 40,DAN-27,31,3,4,75,10/16/2022,5/31/2022,75,3/22/2023,TRUE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6232,Bqouu,DUMIL 400 Gr X 25,DUM-32,87,25,10,2205,5/1/2022,6/2/2022,2205,4/1/2023,FALSE,TRUE,Kabupaten Kudus,Jawa Tengah
6233,Tikaomp,Dangke 250 Gr X 40,DAN-27,70,29,12,1997,8/22/2022,7/14/2022,1997,3/30/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6234,Lbsskne,Liberty 250 Gr X 40,LIB-49,53,4,10,215,12/13/2022,6/29/2022,215,3/29/2023,FALSE,FALSE,Kota Semarang,Jawa Tengah
6235,Xxdnzcf,DUMIL 100 Gr X 100,DUM-31,91,6,8,552,4/25/2022,4/28/2022,552,3/27/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6236,Dchrno,Cozeb 1 Kg X 20,COZ-24,80,45,18,3608,1/6/2022,2/22/2022,3608,3/21/2023,TRUE,FALSE,Kabupaten Wonosobo,Jawa Tengah
6237,Pemfo,YaraMila Palmae 50 Kg,YAR-70,40,33,13,1293,9/18/2022,4/24/2022,1293,3/29/2023,FALSE,FALSE,Kabupaten Wonogiri,Jawa Tengah
6238,Lxmpnke,CALIWA 350 OD 500 ML x 20,CAL-16,45,32,11,1428,10/28/2022,9/21/2022,1428,4/2/2023,TRUE,TRUE,Kabupaten Grobogan,Jawa Tengah
6239,Nqqef,YaraMila Faster (50 Kg),YAR-69,39,42,8,1644,7/12/2022,8/11/2022,1644,3/26/2023,FALSE,FALSE,Kabupaten Banyumas,Jawa Tengah
6240,Nkfkpx,YaraMila Palmae 50 Kg,YAR-70,14,37,18,495,8/3/2022,8/13/2022,495,3/28/2023,FALSE,TRUE,Kabupaten Boyolali,Jawa Tengah
6241,Zdkwb,CHLORMITE 900 ML X 20,CHL-21,39,38,13,1471,1/15/2022,11/21/2022,1471,3/24/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6242,Xprkjup,Astonish 100 ML X 60,AST-6,50,6,8,272,9/12/2022,10/11/2022,272,3/29/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6243,Rmbbag,LEILI 1 L X 20,LEI-45,46,22,14,997,4/18/2022,1/9/2022,997,3/27/2023,FALSE,FALSE,Kabupaten Temanggung,Jawa Tengah
6244,Hohsc,EXPLORE 80 ML X 36,EXP-34,36,43,9,1529,5/14/2022,4/27/2022,1529,3/21/2023,FALSE,FALSE,Kabupaten Kebumen,Jawa Tengah
6245,Omqwwab,CHLORMITE 200 ML X 48,CHL-19,84,27,0,2271,1/26/2022,9/22/2022,2271,4/1/2023,TRUE,TRUE,Kabupaten Grobogan,Jawa Tengah
6246,Ldyisp,YaraMila Complex X (50Kg),YAR-68,29,9,10,250,7/27/2022,8/6/2022,250,3/23/2023,TRUE,TRUE,Kabupaten Grobogan,Jawa Tengah
6247,Vaqps,SUPRETOX 500 ML X 24,SUP-61,69,42,2,2903,6/9/2022,2/8/2022,2903,3/24/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6248,Odmhzie,Yara Mila Complex/1 Kg Repacking,YAR-65,17,2,14,16,6/28/2022,8/24/2022,16,3/25/2023,TRUE,TRUE,Kota Tegal,Jawa Tengah
6249,Tmewk,Liberty 1Kg X 20,LIB-48,14,8,13,101,7/16/2022,2/18/2022,101,3/25/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6250,Pemfo,Remazole 250 ml X 40,REM-53,96,46,7,4450,6/16/2022,10/25/2022,4450,3/23/2023,FALSE,FALSE,Kabupaten Wonogiri,Jawa Tengah
6251,Mdvqtf,CHLORMITE 200 ML X 48,CHL-19,75,46,15,3462,7/28/2022,11/3/2022,3462,3/26/2023,FALSE,FALSE,Kabupaten Sragen,Jawa Tengah
6252,Tcjkvdr,Liberty 1Kg X 20,LIB-48,16,37,5,587,5/10/2022,9/3/2022,587,3/31/2023,TRUE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6253,Hfwdd,Gandewa 250 ML X 20,GAN-37,67,47,3,3116,7/6/2022,7/5/2022,3116,3/30/2023,FALSE,FALSE,Kabupaten Purbalingga,Jawa Tengah
6254,Otnxz,CALIWA 350 OD 250 ML X 40,CAL-15,35,33,10,1133,12/8/2022,11/13/2022,1133,3/29/2023,TRUE,FALSE,Kabupaten Pekalongan,Jawa Tengah
6255,Vuppx,YaraMila Palmae 50 Kg,YAR-70,82,7,0,585,8/2/2022,10/29/2022,585,3/29/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6256,Xcksch,AGIL 250 ML X 40,AGI-2,51,32,1,1630,7/12/2022,3/9/2022,1630,3/30/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6257,Zwfkq,LEILI 250 ML X 48,LEI-47,87,28,19,2451,4/29/2022,6/5/2022,2451,3/28/2023,TRUE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6258,Hmnggqo,Corona 250 ML X 36,COR-23,49,36,15,1745,10/22/2022,9/27/2022,1745,3/24/2023,FALSE,FALSE,Kabupaten Wonosobo,Jawa Tengah
6259,Vuppx,Yara Mila Complex/1 Kg Repacking,YAR-65,74,16,13,1178,4/20/2022,12/16/2022,1178,3/31/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6260,Bgvpp,Ricequick 100 Gr X 70,RIC-55,98,42,12,4084,2/19/2022,5/24/2022,4084,4/2/2023,TRUE,FALSE,Kabupaten Semarang,Jawa Tengah
6261,Dzsgbw,YaraMila Winner (50 Kg),YAR-72,96,34,11,3223,11/23/2022,5/3/2022,3223,3/24/2023,FALSE,FALSE,Kabupaten Wonogiri,Jawa Tengah
6262,Yoycwv,Cozeb 1 Kg X 20,COZ-24,44,41,6,1783,12/1/2022,11/21/2022,1783,3/22/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6263,Nlobsl,YaraMila Winner (50 Kg),YAR-72,27,2,14,37,9/29/2022,3/3/2022,37,3/25/2023,TRUE,TRUE,Kabupaten Pekalongan,Jawa Tengah
6264,Omqwwab,Jurassic 1L X 20,JUR-41,28,20,13,544,8/20/2022,12/27/2022,544,3/25/2023,TRUE,FALSE,Kabupaten Grobogan,Jawa Tengah
6265,Xtuftk,SUPRETOX 500 ML X 24,SUP-61,53,28,5,1495,10/6/2022,8/19/2022,1495,3/22/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6266,Vnlumtd,Astonish 100 ML X 60,AST-6,71,1,10,84,11/25/2022,4/13/2022,84,3/31/2023,TRUE,FALSE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
6267,Tjkwwa,YaraMila Unik (50 Kg),YAR-71,22,46,9,1000,7/20/2022,11/13/2022,1000,3/31/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6268,Qlkref,YaraMila Winner (50 Kg),YAR-72,31,2,17,46,1/31/2022,12/9/2022,46,3/31/2023,FALSE,TRUE,Kota Tegal,Jawa Tengah
6269,Dgpzet,Corona 100 ML X 36,COR-22,49,8,15,380,1/30/2022,1/13/2022,380,3/28/2023,TRUE,TRUE,Kabupaten Grobogan,Jawa Tengah
6270,Znmlyx,Spreader 500 ML X 24,SPR-57,14,26,1,367,4/1/2022,6/12/2022,367,4/1/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6271,Zbupp,Jurassic 1L X 20,JUR-41,51,10,16,513,3/12/2022,6/5/2022,513,3/25/2023,TRUE,TRUE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
6272,Octpvn,CHLORMITE 100 ML X 120,CHL-18,49,8,2,372,12/14/2022,3/26/2022,372,3/25/2023,TRUE,TRUE,Kota Pekalongan,Jawa Tengah
6273,Jeahw,YaraMila Palmae 50 Kg,YAR-70,40,13,9,495,5/13/2022,10/13/2022,495,3/23/2023,TRUE,TRUE,Kabupaten Demak,Jawa Tengah
6274,Acjhvrm,Anilo 50 Gr X 100,ANI-5,93,42,13,3871,3/31/2022,3/25/2022,3871,3/30/2023,FALSE,TRUE,Kabupaten Purworejo,Jawa Tengah
6275,Otnxz,Foltus 500 ML X 24,FOL-36,55,21,5,1157,8/22/2022,11/13/2022,1157,3/29/2023,TRUE,FALSE,Kabupaten Pekalongan,Jawa Tengah
6276,Oksxae,YaraMila Palmae 50 Kg,YAR-70,72,14,1,1007,4/15/2022,11/21/2022,1007,3/22/2023,TRUE,FALSE,Kabupaten Tegal,Jawa Tengah
6277,Yfjro,Ricequick 100 Gr X 70,RIC-55,50,23,10,1156,2/4/2022,6/4/2022,1156,3/23/2023,FALSE,TRUE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
6278,Bdkcey,AGIL 250 ML X 40,AGI-2,71,20,19,1396,2/6/2022,12/28/2022,1396,3/26/2023,FALSE,TRUE,Kota Magelang,Jawa Tengah
6279,Tmewk,YaraLiva Nitrabor (25 Kg),YAR-66,51,48,18,2412,10/3/2022,11/10/2022,2412,3/27/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6280,Umrwzu,Foltus 500 ML X 24,FOL-36,63,21,18,1275,9/24/2022,9/17/2022,1275,3/30/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6281,Wtbgs,Cozeb 1 Kg X 20,COZ-24,27,35,15,930,1/3/2022,9/21/2022,930,3/30/2023,TRUE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6282,Qyhltvs,Avatar 100 ml X 36,AVA-8,14,50,8,687,12/5/2022,8/23/2022,687,4/2/2023,TRUE,FALSE,Kota Tegal,Jawa Tengah
6283,Tvaoweb,BLASIL 250 ML X 40,BLA-14,28,36,13,988,6/6/2022,9/23/2022,988,3/23/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6284,Rmbbag,Spreader 500 ML X 24,SPR-57,100,31,8,3093,8/18/2022,2/27/2022,3093,3/24/2023,FALSE,TRUE,Kabupaten Temanggung,Jawa Tengah
6285,Jltguio,EXPLORE 80 ML X 36,EXP-34,17,41,13,688,12/6/2022,8/7/2022,688,4/1/2023,TRUE,FALSE,Kabupaten Pekalongan,Jawa Tengah
6286,Yronksr,Dense 500 Gr X 20,DEN-30,30,16,5,460,8/4/2022,6/15/2022,460,3/30/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6287,Vuppx,Gandewa 500 ML X 10,GAN-38,19,15,11,272,6/28/2022,8/5/2022,272,3/25/2023,TRUE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6288,Qyhltvs,JOKER 100 Gr X 50,JOK-39,100,39,10,3922,3/12/2022,2/3/2022,3922,3/22/2023,FALSE,FALSE,Kota Tegal,Jawa Tengah
6289,Vemfyt,BELLMAC 250 ML X 40,BEL-11,12,42,17,490,2/28/2022,12/10/2022,490,3/21/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6290,Kxzos,Jurassic 1L X 20,JUR-41,26,22,3,576,10/15/2022,7/30/2022,576,3/31/2023,TRUE,FALSE,Kabupaten Semarang,Jawa Tengah
6291,Qhxmkw,Tapuz 100 Gr X 80,TAP-62,59,25,10,1490,9/2/2022,9/18/2022,1490,3/29/2023,FALSE,FALSE,Kabupaten Jepara,Jawa Tengah
6292,Olzcxs,BALISTIC 500 ML X 12,BAL-10,25,12,7,281,6/25/2022,4/4/2022,281,3/28/2023,FALSE,TRUE,Kabupaten Demak,Jawa Tengah
6293,Cemiujs,Blasil 100 ml X 100,BLA-13,63,32,15,1981,6/11/2022,5/12/2022,1981,3/26/2023,TRUE,TRUE,Kabupaten Purbalingga,Jawa Tengah
6294,Tcjkvdr,Liberty 500 X 20,LIB-50,36,21,4,739,12/20/2022,10/5/2022,739,3/26/2023,FALSE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6295,Lxmpnke,BLASIL 250 ML X 40,BLA-14,25,26,6,646,8/2/2022,2/22/2022,646,3/22/2023,TRUE,TRUE,Kabupaten Grobogan,Jawa Tengah
6296,Kxzos,CHLORMITE 200 ML X 48,CHL-19,74,49,2,3641,7/12/2022,6/6/2022,3641,3/31/2023,FALSE,FALSE,Kabupaten Semarang,Jawa Tengah
6297,Krgska,Remazole 250 ml X 40,REM-53,100,21,11,2128,1/31/2022,12/28/2022,2128,3/22/2023,FALSE,TRUE,Kota Salatiga,Jawa Tengah
6298,Aakpwbz,LEILI 250 ML X 48,LEI-47,92,32,9,2949,3/25/2022,4/12/2022,2949,3/31/2023,TRUE,FALSE,Kabupaten Banyumas,Jawa Tengah
6299,Hzbalcz,Plethora 250 ML X40,PLE-52,34,5,15,152,4/26/2022,10/23/2022,152,4/2/2023,FALSE,TRUE,Kabupaten Kendal,Jawa Tengah
6300,Bqouu,CHLORMITE 100 ML X 120,CHL-18,13,43,10,550,9/26/2022,4/24/2022,550,3/24/2023,FALSE,FALSE,Kabupaten Kudus,Jawa Tengah
6301,Pugey,YaraLiva Nitrabor (25 Kg),YAR-66,73,2,7,125,7/5/2022,9/17/2022,125,3/24/2023,TRUE,FALSE,Kabupaten Jepara,Jawa Tengah
6302,Vnlumtd,Blasil 100 ml X 100,BLA-13,10,31,7,307,1/4/2022,8/14/2022,307,4/2/2023,TRUE,FALSE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
6303,Beolp,Jurassic 1L X 20,JUR-41,26,9,10,224,8/10/2022,6/19/2022,224,3/28/2023,FALSE,FALSE,Kabupaten Jepara,Jawa Tengah
6304,Plkia,Corona 100 ML X 36,COR-22,66,30,5,1967,6/13/2022,7/8/2022,1967,3/22/2023,FALSE,FALSE,Kabupaten Pemalang,Jawa Tengah
6305,Lhrugzu,CALIWA 350 OD 500 ML x 20,CAL-16,56,40,7,2236,2/27/2022,10/9/2022,2236,3/29/2023,TRUE,TRUE,Kabupaten Sragen,Jawa Tengah
6306,Qhxmkw,Dense 200 Gr X 20,DEN-29,34,27,14,919,10/3/2022,2/19/2022,919,3/30/2023,FALSE,TRUE,Kabupaten Jepara,Jawa Tengah
6307,Cakadfo,Jurassic 1L X 20,JUR-41,44,2,4,72,6/12/2022,11/9/2022,72,3/31/2023,TRUE,FALSE,Kota Magelang,Jawa Tengah
6308,Mvljg,DUMIL 100 Gr X 100,DUM-31,90,41,10,3645,4/8/2022,1/21/2022,3645,3/27/2023,FALSE,TRUE,Kabupaten Purbalingga,Jawa Tengah
6309,Otnxz,Dangke 400 Gr X 30,DAN-28,66,38,2,2484,2/1/2022,7/11/2022,2484,3/25/2023,TRUE,TRUE,Kabupaten Pekalongan,Jawa Tengah
6310,Qlkref,Dangke 250 Gr X 40,DAN-27,80,16,11,1248,3/29/2022,10/1/2022,1248,3/27/2023,TRUE,FALSE,Kota Tegal,Jawa Tengah
6311,Znpdsy,YaraMila Complex X (50Kg),YAR-68,12,29,0,351,10/31/2022,11/3/2022,351,3/30/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6312,Sxeejqj,YaraMila Palmae 50 Kg,YAR-70,92,14,19,1238,2/27/2022,3/18/2022,1238,3/29/2023,FALSE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6313,Kutgzhf,Anilo 400 Gr X 20,ANI-4,65,3,12,161,12/22/2022,4/30/2022,161,3/25/2023,TRUE,FALSE,Kota Pekalongan,Jawa Tengah
6314,Jeahw,Astonish 500 ML X 24,AST-7,86,18,9,1500,3/25/2022,12/6/2022,1500,3/25/2023,FALSE,FALSE,Kabupaten Demak,Jawa Tengah
6315,Nlobsl,YaraMila Faster (50 Kg),YAR-69,80,5,10,397,1/12/2022,8/27/2022,397,3/21/2023,FALSE,TRUE,Kabupaten Pekalongan,Jawa Tengah
6316,Vmhgllp,YaraMila Faster (50 Kg),YAR-69,51,33,7,1669,1/27/2022,4/12/2022,1669,3/30/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6317,Rfhgqxm,Anilo 400 Gr X 20,ANI-4,51,15,4,770,10/26/2022,5/11/2022,770,3/28/2023,FALSE,FALSE,Kota Magelang,Jawa Tengah
6318,Hohsc,YaraMila Winner (50 Kg),YAR-72,46,12,3,559,6/14/2022,3/21/2022,559,4/1/2023,TRUE,TRUE,Kabupaten Kebumen,Jawa Tengah
6319,Vemfyt,YaraVita Tripholate 25 Gr @120,YAR-74,61,42,6,2561,5/11/2022,7/14/2022,2561,3/24/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6320,Ilfbe,unused,UNU-64,79,48,8,3748,4/16/2022,12/28/2022,3748,3/23/2023,FALSE,FALSE,Kabupaten Pemalang,Jawa Tengah
6321,Fukyoqz,AGIL 250 ML X 40,AGI-2,52,39,3,2027,6/29/2022,4/15/2022,2027,4/2/2023,FALSE,FALSE,Kabupaten Brebes,Jawa Tengah
6322,Dzsgbw,YaraMila Faster (50 Kg),YAR-69,62,3,6,181,4/30/2022,2/18/2022,181,3/27/2023,TRUE,TRUE,Kabupaten Wonogiri,Jawa Tengah
6323,Rroahug,KLENSECT 200 ML X 48,KLE-42,18,26,13,452,1/29/2022,1/8/2022,452,3/24/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6324,Ktealuq,Balistic 100ML X 36,BAL-9,63,17,14,1068,12/15/2022,12/29/2022,1068,3/24/2023,TRUE,TRUE,Kabupaten Pemalang,Jawa Tengah
6325,Srwxf,Chalenger 1L X 20,CHA-17,42,23,15,937,1/9/2022,1/11/2022,937,3/22/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6326,Znmlyx,Remazole 400 ml X 20,REM-54,88,3,4,257,9/17/2022,11/19/2022,257,3/31/2023,FALSE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6327,Ngcswb,YaraMila Complex X (50Kg),YAR-68,32,49,14,1543,1/24/2022,2/18/2022,1543,3/24/2023,TRUE,TRUE,Kabupaten Sragen,Jawa Tengah
6328,Qgpqkl,KLENSECT 200 ML X 48,KLE-42,50,28,9,1377,10/1/2022,1/11/2022,1377,3/21/2023,FALSE,TRUE,Kabupaten Wonogiri,Jawa Tengah
6329,Jteshi,EXPLORE 250 ML X 36,EXP-33,96,36,18,3481,11/14/2022,10/16/2022,3481,3/26/2023,TRUE,TRUE,Kabupaten Pemalang,Jawa Tengah
6330,Ybfmhwz,Astonish 100 ML X 60,AST-6,44,4,15,159,12/21/2022,5/26/2022,159,3/28/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6331,Nlobsl,Liberty 500 X 20,LIB-50,33,35,5,1144,12/7/2022,1/3/2022,1144,3/24/2023,FALSE,FALSE,Kabupaten Pekalongan,Jawa Tengah
6332,Ysfkjfw,Jurassic 1L X 20,JUR-41,47,40,9,1866,6/4/2022,3/19/2022,1866,3/28/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6333,Znmlyx,Astonish 500 ML X 24,AST-7,97,18,3,1746,11/27/2022,2/14/2022,1746,3/21/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6334,Vwxqqo,Jurassic 1L X 20,JUR-41,86,46,2,3942,6/10/2022,2/21/2022,3942,3/26/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6335,Kyvgk,Klensect 900 ML X 20,KLE-44,53,16,19,814,12/22/2022,5/30/2022,814,3/21/2023,FALSE,TRUE,Kabupaten Sukoharjo,Jawa Tengah
6336,Azgcq,Chalenger 1L X 20,CHA-17,79,40,2,3174,3/20/2022,1/4/2022,3174,4/1/2023,FALSE,FALSE,Kabupaten Kendal,Jawa Tengah
6337,Gizua,Corona 100 ML X 36,COR-22,37,42,17,1534,1/13/2022,3/9/2022,1534,3/26/2023,TRUE,FALSE,Kabupaten Brebes,Jawa Tengah
6338,Vzltm,CHLORMITE 100 ML X 120,CHL-18,63,11,19,699,1/1/2022,11/5/2022,699,3/30/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6339,Qlkref,KLENSECT 400 ML X 24,KLE-43,41,39,5,1609,9/18/2022,5/13/2022,1609,3/23/2023,FALSE,TRUE,Kota Tegal,Jawa Tengah
6340,Pmmvkwp,Remazole 250 ml X 40,REM-53,78,36,10,2823,10/7/2022,9/2/2022,2823,3/31/2023,FALSE,FALSE,Kabupaten Temanggung,Jawa Tengah
6341,Tmewk,CHLORMITE 400 ML X 24,CHL-20,61,4,12,247,2/19/2022,5/20/2022,247,3/29/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6342,Vmhgllp,Anilo 50 Gr X 100,ANI-5,28,39,15,1082,12/12/2022,8/10/2022,1082,3/24/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6343,Krgska,Liberty 500 X 20,LIB-50,79,36,10,2868,10/15/2022,4/5/2022,2868,3/29/2023,TRUE,TRUE,Kota Salatiga,Jawa Tengah
6344,Pemfo,EXPLORE 250 ML X 36,EXP-33,60,19,10,1154,6/14/2022,5/26/2022,1154,3/27/2023,TRUE,TRUE,Kabupaten Wonogiri,Jawa Tengah
6345,Lbsskne,CHLORMITE 200 ML X 48,CHL-19,65,14,18,923,7/2/2022,2/15/2022,923,3/21/2023,FALSE,TRUE,Kota Semarang,Jawa Tengah
6346,Mzmsaie,Anilo 400 Gr X 20,ANI-4,74,44,11,3268,7/20/2022,10/11/2022,3268,3/27/2023,FALSE,FALSE,Kabupaten Demak,Jawa Tengah
6347,Cmudany,KLENSECT 200 ML X 48,KLE-42,97,10,5,935,7/3/2022,12/20/2022,935,3/29/2023,TRUE,TRUE,Kota Pekalongan,Jawa Tengah
6348,Dzsgbw,YaraVita Tripholate 25 Gr @120,YAR-74,75,22,13,1604,8/24/2022,4/27/2022,1604,3/21/2023,TRUE,FALSE,Kabupaten Wonogiri,Jawa Tengah
6349,Ngcswb,YaraMila Winner (50 Kg),YAR-72,54,21,7,1129,8/11/2022,11/3/2022,1129,3/27/2023,TRUE,TRUE,Kabupaten Sragen,Jawa Tengah
6350,Xprkjup,LEILI 250 ML X 48,LEI-47,84,22,5,1817,2/3/2022,4/26/2022,1817,3/27/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6351,Xprkjup,CHLORMITE 400 ML X 24,CHL-20,63,21,9,1294,9/22/2022,4/22/2022,1294,3/27/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6352,Mceelv,Jurassic 1L X 20,JUR-41,81,33,16,2655,3/4/2022,2/7/2022,2655,3/22/2023,FALSE,FALSE,Kabupaten Sukoharjo,Jawa Tengah
6353,Soybau,Liberty 500 X 20,LIB-50,26,37,6,964,8/31/2022,1/21/2022,964,3/28/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6354,Ysfkjfw,BLASIL 250 ML X 40,BLA-14,54,38,13,2059,10/24/2022,5/7/2022,2059,3/28/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6355,Acjhvrm,Dangke 250 Gr X 40,DAN-27,39,30,4,1154,10/5/2022,10/12/2022,1154,3/22/2023,FALSE,TRUE,Kabupaten Purworejo,Jawa Tengah
6356,Olzcxs,CHLORMITE 100 ML X 120,CHL-18,85,26,10,2206,6/11/2022,10/29/2022,2206,3/23/2023,TRUE,TRUE,Kabupaten Demak,Jawa Tengah
6357,Umrwzu,YaraLiva Nitrabor (25 Kg),YAR-66,17,12,11,200,3/9/2022,12/14/2022,200,3/21/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6358,Soybau,Chalenger 1L X 20,CHA-17,58,4,11,231,3/23/2022,5/31/2022,231,3/29/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6359,Vzltm,SUPRETOX 1 L X 20,SUP-60,18,18,16,311,7/27/2022,3/25/2022,311,3/28/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6360,Octpvn,YaraVita Tripholate (2.5 g) @50,YAR-73,95,12,5,1181,9/21/2022,12/8/2022,1181,3/31/2023,FALSE,FALSE,Kota Pekalongan,Jawa Tengah
